1, none, minecraft:the_void, MONSTER, apocalypsenow:horde_5, 10, 1, 1
1589, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_11, 20, 1, 1
1590, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:looter_2, 10, 1, 1
1591, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_14, 20, 1, 1
1592, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
1593, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
1594, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:infected, 20, 1, 2
1595, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:looter_3, 10, 1, 1
1596, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:military_01, 10, 4, 4
1597, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
1598, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_18, 20, 1, 1
1599, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_6, 20, 1, 1
1600, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
1601, taiga, minecraft:old_growth_spruce_taiga, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
1602, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_9, 20, 1, 1
1603, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_29, 20, 1, 1
1604, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:night_hunter, 20, 1, 1
1605, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:looter_5, 10, 1, 1
1606, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_32, 20, 1, 1
1607, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_15, 20, 1, 1
1608, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:bomber, 30, 1, 1
1609, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_28, 20, 1, 1
1610, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_7, 20, 1, 1
1611, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:military_medic, 10, 1, 1
1612, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_22, 20, 1, 1
1613, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_40, 20, 1, 1
1614, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:infected_military, 20, 1, 1
1615, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:looter_4, 10, 1, 1
1616, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_36, 20, 1, 1
1617, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_43, 20, 1, 1
1618, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_2, 20, 1, 1
1619, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_51, 20, 1, 1
1620, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_56, 20, 1, 1
1621, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_26, 20, 1, 1
1622, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_33, 20, 1, 1
1623, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_12, 20, 1, 1
1624, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_55, 20, 1, 1
1625, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_44, 20, 1, 1
1626, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_27, 20, 1, 1
1627, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_16, 20, 1, 1
1628, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_17, 20, 1, 1
1629, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_13, 20, 1, 1
1630, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:chainsaw, 30, 1, 1
1631, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:crawler_4, 20, 1, 1
1632, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:crawler, 20, 1, 1
1633, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_31, 20, 1, 1
1634, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_38, 20, 1, 1
1635, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:soldiers_02, 20, 1, 2
1636, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:infected_juggernaut, 20, 1, 1
1637, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_24, 20, 1, 1
1638, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_46, 20, 1, 1
1639, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_21, 20, 1, 1
1640, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:cannibal, 10, 1, 2
1641, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_1, 20, 1, 1
1642, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:horde_2, 10, 1, 1
1643, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_23, 20, 1, 1
1644, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:crawler_2, 20, 1, 1
1645, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_48, 20, 1, 1
1646, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_54, 20, 1, 1
1647, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_10, 20, 1, 1
1648, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_35, 20, 1, 1
1649, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:soldiers, 20, 2, 2
1650, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_8, 20, 1, 1
1651, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_3, 20, 1, 1
1652, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_47, 20, 1, 1
1653, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_45, 20, 1, 1
1654, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_53, 20, 1, 1
1655, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_19, 20, 1, 1
1656, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:runner, 20, 1, 1
1657, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_25, 20, 1, 1
1658, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_30, 20, 1, 1
1659, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_39, 20, 1, 1
1660, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:horde_1, 10, 1, 1
1661, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:ram, 15, 1, 1
1662, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_37, 20, 1, 1
1663, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
1664, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_52, 20, 1, 1
1665, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_42, 20, 1, 1
1666, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:divided, 20, 1, 1
1667, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
1668, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_34, 20, 1, 1
1669, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:horde_3, 10, 1, 1
1670, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
1671, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:boomer, 20, 1, 1
1672, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:military, 15, 1, 1
1673, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:infected_police, 30, 1, 1
1674, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:demolisher, 10, 1, 1
1675, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_57, 20, 1, 1
1676, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_4, 20, 1, 1
1677, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:runner_41, 20, 1, 1
1678, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:hunter, 20, 4, 4
1679, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:military_02, 10, 4, 4
1680, taiga, minecraft:old_growth_spruce_taiga, MONSTER, zombie_extreme:goon, 15, 1, 1
1681, taiga, minecraft:old_growth_spruce_taiga, MONSTER, apocalypsenow:walker_20, 20, 1, 1
1682, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
1683, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
1684, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
1685, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:rat, 20, 4, 4
1686, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
1687, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
1688, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
1689, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
1690, taiga, minecraft:old_growth_spruce_taiga, CREATURE, kevin_trophy:kevmo, 10, 1, 1
1691, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
1692, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
1693, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
1694, taiga, minecraft:old_growth_spruce_taiga, CREATURE, apocalypsenow:cockroach, 30, 5, 8
1695, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
1696, taiga, minecraft:taiga, MONSTER, apocalypsenow:horde_5, 10, 1, 1
1697, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_5, 20, 1, 1
1698, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_49, 20, 1, 1
1699, taiga, minecraft:taiga, MONSTER, apocalypsenow:horde_4, 10, 1, 1
1700, taiga, minecraft:taiga, MONSTER, zombie_extreme:fetus, 20, 1, 1
1701, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_50, 20, 1, 1
1702, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_11, 20, 1, 1
1703, taiga, minecraft:taiga, MONSTER, apocalypsenow:looter_2, 10, 1, 1
1704, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_14, 20, 1, 1
1705, taiga, minecraft:taiga, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
1706, taiga, minecraft:taiga, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
1707, taiga, minecraft:taiga, MONSTER, zombie_extreme:infected, 20, 1, 2
1708, taiga, minecraft:taiga, MONSTER, apocalypsenow:looter_3, 10, 1, 1
1709, taiga, minecraft:taiga, MONSTER, apocalypsenow:military_01, 10, 4, 4
1710, taiga, minecraft:taiga, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
1711, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_18, 20, 1, 1
1712, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_6, 20, 1, 1
1713, taiga, minecraft:taiga, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
1714, taiga, minecraft:taiga, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
1715, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_9, 20, 1, 1
1716, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_29, 20, 1, 1
1717, taiga, minecraft:taiga, MONSTER, zombie_extreme:night_hunter, 20, 1, 1
1718, taiga, minecraft:taiga, MONSTER, apocalypsenow:looter_5, 10, 1, 1
1719, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_32, 20, 1, 1
1720, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_15, 20, 1, 1
1721, taiga, minecraft:taiga, MONSTER, zombie_extreme:bomber, 30, 1, 1
1722, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_28, 20, 1, 1
1723, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_7, 20, 1, 1
1724, taiga, minecraft:taiga, MONSTER, apocalypsenow:military_medic, 10, 1, 1
1725, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_22, 20, 1, 1
1726, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_40, 20, 1, 1
1727, taiga, minecraft:taiga, MONSTER, zombie_extreme:infected_military, 20, 1, 1
1728, taiga, minecraft:taiga, MONSTER, apocalypsenow:looter_4, 10, 1, 1
1729, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_36, 20, 1, 1
1730, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_43, 20, 1, 1
1731, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_2, 20, 1, 1
1732, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_51, 20, 1, 1
1733, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_56, 20, 1, 1
1734, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_26, 20, 1, 1
1735, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_33, 20, 1, 1
1736, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_12, 20, 1, 1
1737, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_55, 20, 1, 1
1738, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_44, 20, 1, 1
1739, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_27, 20, 1, 1
1740, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_16, 20, 1, 1
1741, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_17, 20, 1, 1
1742, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_13, 20, 1, 1
1743, taiga, minecraft:taiga, MONSTER, zombie_extreme:chainsaw, 30, 1, 1
1744, taiga, minecraft:taiga, MONSTER, apocalypsenow:crawler_4, 20, 1, 1
1745, taiga, minecraft:taiga, MONSTER, zombie_extreme:crawler, 20, 1, 1
1746, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_31, 20, 1, 1
1747, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_38, 20, 1, 1
1748, taiga, minecraft:taiga, MONSTER, apocalypsenow:soldiers_02, 20, 1, 2
1749, taiga, minecraft:taiga, MONSTER, zombie_extreme:infected_juggernaut, 20, 1, 1
1750, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_24, 20, 1, 1
1751, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_46, 20, 1, 1
1752, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_21, 20, 1, 1
1753, taiga, minecraft:taiga, MONSTER, apocalypsenow:cannibal, 10, 1, 2
1754, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_1, 20, 1, 1
1755, taiga, minecraft:taiga, MONSTER, apocalypsenow:horde_2, 10, 1, 1
1756, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_23, 20, 1, 1
1757, taiga, minecraft:taiga, MONSTER, apocalypsenow:crawler_2, 20, 1, 1
1758, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_48, 20, 1, 1
1759, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_54, 20, 1, 1
1760, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_10, 20, 1, 1
1761, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_35, 20, 1, 1
1762, taiga, minecraft:taiga, MONSTER, apocalypsenow:soldiers, 20, 2, 2
1763, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_8, 20, 1, 1
1764, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_3, 20, 1, 1
1765, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_47, 20, 1, 1
1766, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_45, 20, 1, 1
1767, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_53, 20, 1, 1
1768, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_19, 20, 1, 1
1769, taiga, minecraft:taiga, MONSTER, zombie_extreme:runner, 20, 1, 1
1770, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_25, 20, 1, 1
1771, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_30, 20, 1, 1
1772, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_39, 20, 1, 1
1773, taiga, minecraft:taiga, MONSTER, apocalypsenow:horde_1, 10, 1, 1
1774, taiga, minecraft:taiga, MONSTER, zombie_extreme:ram, 15, 1, 1
1775, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_37, 20, 1, 1
1776, taiga, minecraft:taiga, MONSTER, zombie_extreme:assasin_black_ops, 15, 1, 1
1777, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_52, 20, 1, 1
1778, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_42, 20, 1, 1
1779, taiga, minecraft:taiga, MONSTER, zombie_extreme:divided, 20, 1, 1
1780, taiga, minecraft:taiga, MONSTER, apocalypsenow:crawler_3, 20, 1, 1
1781, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_34, 20, 1, 1
1782, taiga, minecraft:taiga, MONSTER, apocalypsenow:horde_3, 10, 1, 1
1783, taiga, minecraft:taiga, MONSTER, zombie_extreme:infected_hazmat, 20, 1, 1
1784, taiga, minecraft:taiga, MONSTER, zombie_extreme:boomer, 20, 1, 1
1785, taiga, minecraft:taiga, MONSTER, zombie_extreme:military, 15, 1, 1
1786, taiga, minecraft:taiga, MONSTER, zombie_extreme:infected_police, 30, 1, 1
1787, taiga, minecraft:taiga, MONSTER, zombie_extreme:demolisher, 10, 1, 1
1788, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_57, 20, 1, 1
1789, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_4, 20, 1, 1
1790, taiga, minecraft:taiga, MONSTER, apocalypsenow:runner_41, 20, 1, 1
1791, taiga, minecraft:taiga, MONSTER, apocalypsenow:hunter, 20, 4, 4
1792, taiga, minecraft:taiga, MONSTER, apocalypsenow:military_02, 10, 4, 4
1793, taiga, minecraft:taiga, MONSTER, zombie_extreme:goon, 15, 1, 1
1794, taiga, minecraft:taiga, MONSTER, apocalypsenow:walker_20, 20, 1, 1
1795, taiga, minecraft:taiga, CREATURE, apocalypsenow:survivor_4, 10, 1, 1
1796, taiga, minecraft:taiga, CREATURE, apocalypsenow:survivor_1, 10, 1, 1
1797, taiga, minecraft:taiga, CREATURE, apocalypsenow:survivor_9, 10, 1, 1
1798, taiga, minecraft:taiga, CREATURE, apocalypsenow:rat, 20, 4, 4
1799, taiga, minecraft:taiga, CREATURE, apocalypsenow:survivor_6, 10, 1, 1
1800, taiga, minecraft:taiga, CREATURE, apocalypsenow:survivor_7, 10, 1, 1
1801, taiga, minecraft:taiga, CREATURE, apocalypsenow:survivor_2, 10, 1, 1
1802, taiga, minecraft:taiga, CREATURE, apocalypsenow:survivor_8, 10, 1, 1
1803, taiga, minecraft:taiga, CREATURE, kevin_trophy:kevmo, 10, 1, 1
1804, taiga, minecraft:taiga, CREATURE, apocalypsenow:survivor_10, 10, 1, 1
1805, taiga, minecraft:taiga, CREATURE, apocalypsenow:survivor_5, 10, 1, 1
1806, taiga, minecraft:taiga, CREATURE, apocalypsenow:survivor_3, 10, 1, 1
1807, taiga, minecraft:taiga, CREATURE, apocalypsenow:cockroach, 30, 5, 8
1808, taiga, minecraft:taiga, AMBIENT, apocalypsenow:looter_1, 10, 1, 2
1809, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:horde_5, 10, 1, 1
1810, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_5, 20, 1, 1
1811, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:runner_49, 20, 1, 1
1812, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:horde_4, 10, 1, 1
1813, taiga, minecraft:snowy_taiga, MONSTER, zombie_extreme:fetus, 20, 1, 1
1814, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:runner_50, 20, 1, 1
1815, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_11, 20, 1, 1
1816, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:looter_2, 10, 1, 1
1817, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_14, 20, 1, 1
1818, taiga, minecraft:snowy_taiga, MONSTER, kevin_trophy:blister_zombie, 12, 1, 3
1819, taiga, minecraft:snowy_taiga, MONSTER, kevin_trophy:crawler_zombie, 10, 1, 3
1820, taiga, minecraft:snowy_taiga, MONSTER, zombie_extreme:infected, 20, 1, 2
1821, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:looter_3, 10, 1, 1
1822, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:military_01, 10, 4, 4
1823, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:crawler_1, 20, 1, 1
1824, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_18, 20, 1, 1
1825, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_6, 20, 1, 1
1826, taiga, minecraft:snowy_taiga, MONSTER, kevin_trophy:spitter_zombie, 10, 1, 1
1827, taiga, minecraft:snowy_taiga, MONSTER, kevin_trophy:zombie_brute, 10, 1, 2
1828, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_9, 20, 1, 1
1829, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_29, 20, 1, 1
1830, taiga, minecraft:snowy_taiga, MONSTER, zombie_extreme:night_hunter, 20, 1, 1
1831, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:looter_5, 10, 1, 1
1832, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_32, 20, 1, 1
1833, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_15, 20, 1, 1
1834, taiga, minecraft:snowy_taiga, MONSTER, zombie_extreme:bomber, 30, 1, 1
1835, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_28, 20, 1, 1
1836, taiga, minecraft:snowy_taiga, MONSTER, apocalypsenow:walker_7, 20, 1, 1
